-182.866, 78.189, 1.701,  1.765
-182.843, 78.138, 1.681,  1.798
-182.820, 78.087, 1.665,  1.831
-182.797, 78.036, 1.677,  1.864
-182.774, 77.984, 1.713,  1.897
-182.750, 77.931, 1.744,  1.930
-182.727, 77.876, 1.767,  1.963
-182.705, 77.822, 1.767,  1.996
-182.682, 77.768, 1.748,  2.029
-182.660, 77.714, 1.732,  2.062
-182.639, 77.661, 1.720,  2.095
-182.617, 77.608, 1.725,  2.128
-182.596, 77.554, 1.748,  2.161
-182.574, 77.499, 1.770,  2.194
-182.553, 77.444, 1.774,  2.227
-182.533, 77.389, 1.767,  2.260
-182.512, 77.334, 1.761,  2.293
-182.492, 77.279, 1.768,  2.326
-182.472, 77.223, 1.785,  2.359
-182.452, 77.166, 1.798,  2.392
-182.432, 77.109, 1.801,  2.425
-182.412, 77.053, 1.802,  2.458
-182.393, 76.996, 1.808,  2.491
-182.374, 76.938, 1.818,  2.524
-182.355, 76.880, 1.826,  2.557
-182.336, 76.822, 1.831,  2.590
-182.318, 76.764, 1.836,  2.623
-182.300, 76.705, 1.842,  2.656
-182.282, 76.646, 1.849,  2.689
-182.264, 76.587, 1.856,  2.722
-182.246, 76.527, 1.861,  2.755
-182.229, 76.467, 1.867,  2.788
-182.212, 76.407, 1.873,  2.821
-182.195, 76.347, 1.880,  2.854
-182.179, 76.286, 1.886,  2.887
-182.162, 76.225, 1.892,  2.920
-182.146, 76.164, 1.898,  2.953
-182.130, 76.102, 1.904,  2.986
-182.115, 76.040, 1.910,  3.019
-182.099, 75.978, 1.916,  3.052
-182.084, 75.916, 1.922,  3.085
-182.069, 75.853, 1.928,  3.118
-182.054, 75.790, 1.935,  3.151
-182.039, 75.727, 1.941,  3.184
-182.025, 75.664, 1.947,  3.217
-182.011, 75.600, 1.953,  3.250
-181.997, 75.536, 1.960,  3.283
-181.983, 75.472, 1.966,  3.316
-181.970, 75.407, 1.972,  3.349
-181.957, 75.342, 1.979,  3.382
-181.944, 75.277, 1.985,  3.415
-181.931, 75.212, 1.991,  3.448
-181.918, 75.147, 1.998,  3.481
-181.906, 75.081, 2.004,  3.514
-181.894, 75.015, 2.011,  3.547
-181.882, 74.948, 2.017,  3.580
-181.870, 74.882, 2.024,  3.613
-181.858, 74.815, 2.030,  3.646
-181.847, 74.748, 2.037,  3.679
-181.836, 74.680, 2.044,  3.712
-181.825, 74.613, 2.050,  3.745
-181.814, 74.545, 2.057,  3.778
-181.804, 74.477, 2.064,  3.811
-181.793, 74.409, 2.070,  3.844
-181.783, 74.340, 2.077,  3.877
-181.773, 74.271, 2.084,  3.910
-181.763, 74.202, 2.091,  3.943
-181.754, 74.132, 2.098,  3.976
-181.744, 74.063, 2.104,  4.009
-181.735, 73.993, 2.111,  4.042
-181.726, 73.923, 2.118,  4.075
-181.717, 73.852, 2.125,  4.108
-181.708, 73.782, 2.132,  4.141
-181.700, 73.711, 2.139,  4.174
-181.691, 73.640, 2.146,  4.207
-181.683, 73.568, 2.153,  4.240
-181.675, 73.497, 2.160,  4.273
-181.667, 73.425, 2.167,  4.306
-181.659, 73.353, 2.174,  4.339
-181.652, 73.280, 2.181,  4.372
-181.644, 73.207, 2.188,  4.405
-181.637, 73.135, 2.196,  4.438
-181.630, 73.061, 2.203,  4.471
-181.623, 72.988, 2.210,  4.504
-181.616, 72.914, 2.217,  4.537
-181.610, 72.840, 2.225,  4.570
-181.603, 72.766, 2.232,  4.603
-181.597, 72.692, 2.239,  4.636
-181.590, 72.617, 2.247,  4.669
-181.584, 72.542, 2.254,  4.702
-181.578, 72.467, 2.261,  4.735
-181.573, 72.391, 2.269,  4.768
-181.567, 72.316, 2.276,  4.801
-181.561, 72.240, 2.284,  4.834
-181.556, 72.164, 2.291,  4.867
-181.551, 72.087, 2.298,  4.900
-181.545, 72.010, 2.306,  4.933
-181.540, 71.933, 2.314,  4.966
-181.535, 71.856, 2.321,  4.999
-181.531, 71.779, 2.329,  5.032
-181.526, 71.701, 2.337,  5.065
-181.521, 71.623, 2.344,  5.098
-181.517, 71.545, 2.352,  5.131
-181.513, 71.466, 2.359,  5.164
-181.508, 71.387, 2.367,  5.197
-181.504, 71.308, 2.375,  5.230
-181.500, 71.229, 2.383,  5.263
-181.496, 71.149, 2.391,  5.296
-181.492, 71.069, 2.398,  5.329
-181.488, 70.989, 2.406,  5.362
-181.485, 70.909, 2.414,  5.395
-181.481, 70.828, 2.422,  5.428
-181.478, 70.747, 2.430,  5.461
-181.474, 70.666, 2.438,  5.494
-181.471, 70.585, 2.446,  5.527
-181.468, 70.503, 2.454,  5.560
-181.465, 70.421, 2.462,  5.593
-181.462, 70.339, 2.470,  5.626
-181.459, 70.256, 2.478,  5.659
-181.456, 70.173, 2.486,  5.692
-181.453, 70.090, 2.495,  5.725
-181.450, 70.007, 2.503,  5.758
-181.448, 69.923, 2.511,  5.791
-181.445, 69.839, 2.519,  5.824
-181.443, 69.755, 2.527,  5.857
-181.440, 69.671, 2.536,  5.890
-181.438, 69.586, 2.544,  5.923
-181.436, 69.501, 2.553,  5.956
-181.433, 69.416, 2.561,  5.989
-181.431, 69.330, 2.569,  6.022
-181.429, 69.244, 2.578,  6.055
-181.427, 69.158, 2.586,  6.088
-181.425, 69.072, 2.595,  6.121
-181.423, 68.985, 2.603,  6.154
-181.421, 68.898, 2.612,  6.187
-181.420, 68.811, 2.620,  6.220
-181.418, 68.723, 2.629,  6.253
-181.416, 68.635, 2.638,  6.286
-181.415, 68.547, 2.646,  6.319
-181.413, 68.459, 2.655,  6.352
-181.412, 68.370, 2.664,  6.385
-181.410, 68.281, 2.672,  6.418
-181.409, 68.192, 2.681,  6.451
-181.407, 68.102, 2.690,  6.484
-181.406, 68.012, 2.699,  6.517
-181.405, 67.922, 2.708,  6.550
-181.403, 67.831, 2.717,  6.583
-181.402, 67.741, 2.726,  6.616
-181.401, 67.650, 2.735,  6.649
-181.400, 67.558, 2.743,  6.682
-181.399, 67.466, 2.752,  6.715
-181.398, 67.374, 2.761,  6.748
-181.397, 67.282, 2.771,  6.781
-181.396, 67.190, 2.780,  6.814
-181.395, 67.097, 2.789,  6.847
-181.394, 67.004, 2.798,  6.880
-181.393, 66.910, 2.807,  6.913
-181.392, 66.816, 2.816,  6.946
-181.392, 66.722, 2.826,  6.979
-181.391, 66.628, 2.835,  7.012
-181.390, 66.533, 2.844,  7.045
-181.389, 66.438, 2.854,  7.078
-181.389, 66.342, 2.863,  7.111
-181.388, 66.247, 2.873,  7.144
-181.387, 66.151, 2.882,  7.177
-181.387, 66.054, 2.892,  7.210
-181.386, 65.958, 2.901,  7.243
-181.386, 65.861, 2.911,  7.276
-181.385, 65.764, 2.920,  7.309
-181.385, 65.666, 2.930,  7.342
-181.384, 65.568, 2.939,  7.375
-181.384, 65.470, 2.949,  7.408
-181.383, 65.371, 2.959,  7.441
-181.383, 65.273, 2.969,  7.474
-181.383, 65.173, 2.978,  7.507
-181.382, 65.074, 2.988,  7.540
-181.382, 64.974, 2.998,  7.573
-181.382, 64.874, 3.008,  7.606
-181.381, 64.773, 3.018,  7.639
-181.381, 64.672, 3.028,  7.672
-181.381, 64.571, 3.038,  7.705
-181.380, 64.470, 3.048,  7.738
-181.380, 64.368, 3.058,  7.771
-181.380, 64.266, 3.068,  7.804
-181.380, 64.163, 3.078,  7.837
-181.380, 64.060, 3.088,  7.870
-181.379, 63.957, 3.099,  7.903
-181.379, 63.853, 3.109,  7.936
-181.379, 63.750, 3.119,  7.969
-181.379, 63.645, 3.129,  8.002
-181.379, 63.541, 3.139,  8.035
-181.379, 63.436, 3.150,  8.068
-181.379, 63.331, 3.160,  8.101
-181.379, 63.225, 3.170,  8.134
-181.378, 63.119, 3.181,  8.167
-181.378, 63.013, 3.191,  8.200
-181.378, 62.906, 3.202,  8.233
-181.378, 62.799, 3.213,  8.266
-181.378, 62.692, 3.223,  8.299
-181.378, 62.584, 3.234,  8.332
-181.378, 62.476, 3.244,  8.365
-181.378, 62.368, 3.255,  8.398
-181.378, 62.259, 3.266,  8.431
-181.378, 62.150, 3.277,  8.464
-181.378, 62.040, 3.288,  8.497
-181.378, 61.930, 3.298,  8.530
-181.378, 61.820, 3.309,  8.563
-181.378, 61.710, 3.320,  8.596
-181.378, 61.599, 3.331,  8.629
-181.378, 61.487, 3.342,  8.662
-181.378, 61.376, 3.353,  8.695
-181.379, 61.264, 3.364,  8.728
-181.379, 61.151, 3.375,  8.761
-181.379, 61.038, 3.386,  8.794
-181.379, 60.925, 3.398,  8.827
-181.379, 60.812, 3.409,  8.860
-181.379, 60.698, 3.420,  8.893
-181.379, 60.583, 3.431,  8.926
-181.379, 60.469, 3.443,  8.959
-181.379, 60.354, 3.454,  8.992
-181.379, 60.238, 3.465,  9.025
-181.379, 60.122, 3.477,  9.058
-181.379, 60.006, 3.488,  9.091
-181.380, 59.890, 3.500,  9.124
-181.380, 59.773, 3.511,  9.157
-181.380, 59.655, 3.523,  9.190
-181.380, 59.538, 3.535,  9.223
-181.380, 59.420, 3.546,  9.256
-181.380, 59.301, 3.558,  9.289
-181.380, 59.182, 3.570,  9.322
-181.380, 59.063, 3.582,  9.355
-181.381, 58.943, 3.593,  9.388
-181.381, 58.823, 3.605,  9.421
-181.381, 58.703, 3.617,  9.454
-181.381, 58.582, 3.629,  9.487
-181.381, 58.460, 3.641,  9.520
-181.381, 58.339, 3.653,  9.553
-181.381, 58.217, 3.665,  9.586
-181.382, 58.094, 3.677,  9.619
-181.382, 57.971, 3.690,  9.652
-181.382, 57.848, 3.702,  9.685
-181.382, 57.724, 3.714,  9.718
-181.382, 57.600, 3.726,  9.751
-181.382, 57.476, 3.739,  9.784
-181.382, 57.351, 3.751,  9.817
-181.383, 57.226, 3.763,  9.850
-181.383, 57.100, 3.776,  9.883
-181.383, 56.974, 3.788,  9.916
-181.383, 56.847, 3.801,  9.949
-181.383, 56.720, 3.813,  9.982
-181.383, 56.593, 3.826, 10.015
-181.384, 56.465, 3.839, 10.048
-181.384, 56.336, 3.851, 10.081
-181.384, 56.208, 3.864, 10.114
-181.384, 56.079, 3.876, 10.147
-181.384, 55.949, 3.889, 10.180
-181.384, 55.819, 3.902, 10.213
-181.385, 55.689, 3.915, 10.246
-181.385, 55.558, 3.928, 10.279
-181.385, 55.427, 3.941, 10.312
-181.385, 55.295, 3.954, 10.345
-181.385, 55.163, 3.967, 10.378
-181.385, 55.030, 3.980, 10.411
-181.385, 54.897, 3.993, 10.444
-181.386, 54.764, 4.006, 10.477
-181.386, 54.630, 4.019, 10.510
-181.386, 54.496, 4.032, 10.543
-181.386, 54.361, 4.046, 10.576
-181.386, 54.226, 4.059, 10.609
-181.386, 54.090, 4.072, 10.642
-181.387, 53.954, 4.086, 10.675
-181.387, 53.817, 4.099, 10.708
-181.387, 53.681, 4.113, 10.741
-181.387, 53.543, 4.126, 10.774
-181.387, 53.405, 4.140, 10.807
-181.387, 53.267, 4.153, 10.840
-181.387, 53.128, 4.167, 10.873
-181.387, 52.989, 4.181, 10.906
-181.388, 52.849, 4.194, 10.939
-181.388, 52.709, 4.208, 10.972
-181.388, 52.568, 4.222, 11.005
-181.388, 52.427, 4.236, 11.038
-181.388, 52.286, 4.250, 11.071
-181.388, 52.144, 4.264, 11.104
-181.388, 52.001, 4.278, 11.137
-181.388, 51.858, 4.292, 11.170
-181.389, 51.715, 4.306, 11.203
-181.389, 51.571, 4.320, 11.236
-181.389, 51.427, 4.334, 11.269
-181.389, 51.282, 4.349, 11.302
-181.389, 51.136, 4.363, 11.335
-181.389, 50.991, 4.377, 11.368
-181.389, 50.844, 4.392, 11.401
-181.389, 50.698, 4.406, 11.434
-181.389, 50.550, 4.421, 11.467
-181.390, 50.403, 4.435, 11.500
-181.390, 50.254, 4.450, 11.533
-181.390, 50.106, 4.464, 11.566
-181.390, 49.956, 4.479, 11.599
-181.390, 49.807, 4.494, 11.632
-181.390, 49.657, 4.509, 11.665
-181.390, 49.506, 4.524, 11.698
-181.390, 49.355, 4.538, 11.731
-181.390, 49.203, 4.553, 11.764
-181.391, 49.051, 4.568, 11.797
-181.391, 48.898, 4.583, 11.830
-181.391, 48.745, 4.598, 11.863
-181.391, 48.592, 4.614, 11.896
-181.391, 48.437, 4.629, 11.929
-181.391, 48.283, 4.644, 11.962
-181.391, 48.127, 4.659, 11.995
-181.391, 47.972, 4.675, 12.028
-181.391, 47.816, 4.690, 12.061
-181.391, 47.659, 4.706, 12.094
-181.391, 47.502, 4.721, 12.127
-181.391, 47.344, 4.737, 12.160
-181.392, 47.186, 4.752, 12.193
-181.392, 47.027, 4.768, 12.226
-181.392, 46.867, 4.784, 12.259
-181.392, 46.708, 4.799, 12.292
-181.392, 46.547, 4.815, 12.325
-181.392, 46.386, 4.831, 12.358
-181.392, 46.225, 4.847, 12.391
-181.392, 46.063, 4.863, 12.424
-181.392, 45.900, 4.879, 12.457
-181.392, 45.737, 4.895, 12.490
-181.392, 45.574, 4.911, 12.523
-181.392, 45.410, 4.927, 12.556
-181.392, 45.245, 4.943, 12.589
-181.393, 45.080, 4.960, 12.622
-181.393, 44.914, 4.976, 12.655
-181.393, 44.748, 4.992, 12.688
-181.393, 44.581, 5.009, 12.721
-181.393, 44.414, 5.026, 12.754
-181.393, 44.246, 5.042, 12.787
-181.393, 44.077, 5.058, 12.820
-181.393, 43.908, 5.075, 12.853
-181.393, 43.739, 5.092, 12.886
-181.393, 43.568, 5.108, 12.919
-181.393, 43.398, 5.114, 12.952
-181.393, 43.228, 5.102, 12.985
-181.393, 43.058, 5.093, 13.018
-181.393, 42.889, 5.102, 13.051
-181.393, 42.718, 5.128, 13.084
-181.393, 42.546, 5.170, 13.117
-181.393, 42.372, 5.215, 13.150
-181.393, 42.197, 5.244, 13.183
-181.393, 42.022, 5.254, 13.216
-181.393, 41.847, 5.256, 13.249
-181.393, 41.672, 5.258, 13.282
-181.393, 41.496, 5.270, 13.315
-181.393, 41.320, 5.296, 13.348
-181.393, 41.143, 5.331, 13.381
-181.393, 40.964, 5.363, 13.414
-181.393, 40.785, 5.383, 13.447
-181.393, 40.605, 5.394, 13.480
-181.393, 40.425, 5.403, 13.513
-181.393, 40.245, 5.418, 13.546
-181.393, 40.064, 5.441, 13.579
-181.393, 39.882, 5.467, 13.612
-181.393, 39.699, 5.490, 13.645
-181.393, 39.515, 5.508, 13.678
-181.393, 39.331, 5.522, 13.711
-181.393, 39.147, 5.538, 13.744
-181.393, 38.962, 5.557, 13.777
-181.393, 38.776, 5.578, 13.810
-181.393, 38.590, 5.599, 13.843
-181.393, 38.403, 5.618, 13.876
-181.393, 38.215, 5.636, 13.909
-181.393, 38.027, 5.653, 13.942
-181.393, 37.838, 5.672, 13.975
-181.393, 37.648, 5.691, 14.008
-181.393, 37.458, 5.711, 14.041
-181.393, 37.267, 5.731, 14.074
-181.393, 37.076, 5.749, 14.107
-181.393, 36.884, 5.768, 14.140
-181.393, 36.691, 5.786, 14.173
-181.392, 36.498, 5.806, 14.206
-181.392, 36.304, 5.826, 14.239
-181.392, 36.109, 5.845, 14.272
-181.392, 35.914, 5.865, 14.305
-181.392, 35.718, 5.884, 14.338
-181.392, 35.521, 5.903, 14.371
-181.392, 35.324, 5.923, 14.404
-181.392, 35.126, 5.942, 14.437
-181.392, 34.928, 5.962, 14.470
-181.392, 34.729, 5.982, 14.503
-181.392, 34.529, 6.001, 14.536
-181.392, 34.328, 6.021, 14.569
-181.391, 34.127, 6.041, 14.602
-181.391, 33.925, 6.061, 14.635
-181.391, 33.723, 6.082, 14.668
-181.391, 33.520, 6.102, 14.701
-181.391, 33.316, 6.122, 14.734
-181.391, 33.111, 6.142, 14.767
-181.391, 32.906, 6.163, 14.800
-181.391, 32.700, 6.183, 14.833
-181.391, 32.494, 6.204, 14.866
-181.390, 32.286, 6.224, 14.899
-181.390, 32.078, 6.245, 14.932
-181.390, 31.870, 6.266, 14.965
-181.390, 31.660, 6.286, 14.998
-181.390, 31.450, 6.307, 15.031
-181.390, 31.240, 6.328, 15.064
-181.390, 31.028, 6.349, 15.097
-181.389, 30.816, 6.370, 15.130
-181.389, 30.603, 6.391, 15.163
-181.389, 30.390, 6.412, 15.196
-181.389, 30.176, 6.434, 15.229
-181.389, 29.961, 6.455, 15.262
-181.389, 29.745, 6.477, 15.295
-181.388, 29.529, 6.498, 15.328
-181.388, 29.312, 6.520, 15.361
-181.388, 29.094, 6.541, 15.394
-181.388, 28.875, 6.563, 15.427
-181.388, 28.656, 6.585, 15.460
-181.387, 28.436, 6.607, 15.493
-181.387, 28.215, 6.628, 15.526
-181.387, 27.994, 6.650, 15.559
-181.387, 27.772, 6.672, 15.592
-181.387, 27.549, 6.694, 15.625
-181.387, 27.325, 6.717, 15.658
-181.386, 27.101, 6.739, 15.691
-181.386, 26.876, 6.761, 15.724
-181.386, 26.650, 6.783, 15.757
-181.386, 26.423, 6.805, 15.790
-181.385, 26.196, 6.828, 15.823
-181.385, 25.968, 6.851, 15.856
-181.385, 25.739, 6.873, 15.889
-181.385, 25.509, 6.896, 15.922
-181.384, 25.279, 6.918, 15.955
-181.384, 25.048, 6.941, 15.988
-181.384, 24.816, 6.964, 16.021
-181.384, 24.583, 6.987, 16.054
-181.383, 24.350, 7.011, 16.087
-181.383, 24.115, 7.034, 16.120
-181.383, 23.880, 7.057, 16.153
-181.382, 23.645, 7.080, 16.186
-181.382, 23.408, 7.104, 16.219
-181.382, 23.171, 7.127, 16.252
-181.382, 22.933, 7.151, 16.285
-181.381, 22.694, 7.175, 16.318
-181.381, 22.454, 7.198, 16.351
-181.381, 22.213, 7.222, 16.384
-181.380, 21.972, 7.246, 16.417
-181.380, 21.730, 7.270, 16.450
-181.380, 21.487, 7.294, 16.483
-181.379, 21.243, 7.318, 16.516
-181.379, 20.999, 7.342, 16.549
-181.379, 20.754, 7.367, 16.582
-181.378, 20.507, 7.391, 16.615
-181.378, 20.260, 7.415, 16.648
-181.378, 20.013, 7.440, 16.681
-181.377, 19.764, 7.465, 16.714
-181.377, 19.515, 7.489, 16.747
-181.377, 19.264, 7.514, 16.780
-181.376, 19.013, 7.539, 16.813
-181.376, 18.761, 7.564, 16.846
-181.375, 18.509, 7.589, 16.879
-181.375, 18.255, 7.614, 16.912
-181.375, 18.001, 7.639, 16.945
-181.374, 17.745, 7.664, 16.978
-181.374, 17.489, 7.689, 17.011
-181.373, 17.232, 7.715, 17.044
-181.373, 16.975, 7.740, 17.077
-181.373, 16.716, 7.766, 17.110
-181.372, 16.456, 7.791, 17.143
-181.372, 16.196, 7.817, 17.176
-181.371, 15.935, 7.843, 17.209
-181.371, 15.673, 7.869, 17.242
-181.370, 15.410, 7.895, 17.275
-181.370, 15.146, 7.921, 17.308
-181.370, 14.881, 7.947, 17.341
-181.369, 14.616, 7.973, 17.374
-181.369, 14.349, 8.000, 17.407
-181.368, 14.082, 8.026, 17.440
-181.368, 13.814, 8.053, 17.473
-181.367, 13.545, 8.080, 17.506
-181.367, 13.275, 8.106, 17.539
-181.366, 13.004, 8.133, 17.572
-181.366, 12.732, 8.160, 17.605
-181.365, 12.459, 8.187, 17.638
-181.365, 12.186, 8.214, 17.671
-181.364, 11.911, 8.241, 17.704
-181.364, 11.636, 8.269, 17.737
-181.363, 11.359, 8.296, 17.770
-181.362, 11.082, 8.323, 17.803
-181.362, 10.804, 8.351, 17.836
-181.361, 10.525, 8.379, 17.869
-181.361, 10.245, 8.406, 17.902
-181.360, 9.964, 8.434, 17.935
-181.360, 9.682, 8.462, 17.968
-181.359, 9.400, 8.490, 18.001
-181.358, 9.116, 8.518, 18.034
-181.358, 8.831, 8.546, 18.067
-181.357, 8.546, 8.574, 18.100
-181.357, 8.259, 8.603, 18.133
-181.356, 7.972, 8.631, 18.166
-181.355, 7.683, 8.660, 18.199
-181.355, 7.394, 8.689, 18.232
-181.354, 7.103, 8.718, 18.265
-181.354, 6.812, 8.746, 18.298
-181.353, 6.520, 8.775, 18.331
-181.352, 6.226, 8.804, 18.364
-181.352, 5.932, 8.834, 18.397
-181.351, 5.637, 8.863, 18.430
-181.350, 5.341, 8.892, 18.463
-181.349, 5.044, 8.922, 18.496
-181.349, 4.746, 8.951, 18.529
-181.348, 4.446, 8.981, 18.562
-181.347, 4.146, 9.010, 18.595
-181.347, 3.845, 9.040, 18.628
-181.346, 3.543, 9.070, 18.661
-181.345, 3.240, 9.101, 18.694
-181.344, 2.936, 9.131, 18.727
-181.344, 2.631, 9.161, 18.760
-181.343, 2.325, 9.191, 18.793
-181.342, 2.018, 9.221, 18.826
-181.341, 1.709, 9.252, 18.859
-181.341, 1.400, 9.283, 18.892
-181.340, 1.090, 9.314, 18.925
-181.339, 0.779, 9.345, 18.958
-181.338, 0.466, 9.376, 18.991
-181.337, 0.153, 9.407, 19.024
-181.337, -0.161, 9.438, 19.057
-181.336, -0.477, 9.469, 19.090
-181.335, -0.793, 9.500, 19.123
-181.334, -1.110, 9.532, 19.156
-181.333, -1.429, 9.563, 19.189
-181.332, -1.749, 9.595, 19.222
-181.332, -2.069, 9.627, 19.255
-181.331, -2.391, 9.659, 19.288
-181.330, -2.714, 9.691, 19.321
-181.329, -3.038, 9.723, 19.354
-181.328, -3.362, 9.755, 19.387
-181.327, -3.688, 9.787, 19.420
-181.326, -4.015, 9.820, 19.453
-181.325, -4.344, 9.852, 19.486
-181.324, -4.673, 9.885, 19.519
-181.323, -5.003, 9.918, 19.552
-181.322, -5.335, 9.951, 19.585
-181.321, -5.667, 9.984, 19.618
-181.320, -6.001, 10.017, 19.651
-181.319, -6.336, 10.050, 19.684
-181.318, -6.671, 10.083, 19.717
-181.317, -7.008, 10.116, 19.750
-181.316, -7.346, 10.150, 19.783
-181.315, -7.686, 10.184, 19.816
-181.314, -8.026, 10.217, 19.849
-181.313, -8.367, 10.251, 19.882
-181.312, -8.710, 10.285, 19.915
-181.311, -9.054, 10.319, 19.948
-181.310, -9.398, 10.354, 19.981
-181.309, -9.744, 10.388, 20.014
-181.308, -10.092, 10.422, 20.047
-181.307, -10.440, 10.457, 20.080
-181.306, -10.789, 10.492, 20.113
-181.305, -11.140, 10.526, 20.146
-181.303, -11.492, 10.561, 20.179
-181.302, -11.845, 10.596, 20.212
-181.301, -12.199, 10.631, 20.245
-181.300, -12.554, 10.667, 20.278
-181.299, -12.910, 10.702, 20.311
-181.298, -13.268, 10.737, 20.344
-181.296, -13.627, 10.773, 20.377
-181.295, -13.987, 10.809, 20.410
-181.294, -14.348, 10.845, 20.443
-181.293, -14.710, 10.881, 20.476
-181.292, -15.074, 10.917, 20.509
-181.290, -15.439, 10.953, 20.542
-181.289, -15.805, 10.989, 20.575
-181.288, -16.172, 11.026, 20.608
-181.287, -16.541, 11.062, 20.641
-181.285, -16.910, 11.099, 20.674
-181.284, -17.281, 11.136, 20.707
-181.283, -17.653, 11.173, 20.740
-181.281, -18.027, 11.210, 20.773
-181.280, -18.401, 11.247, 20.806
-181.279, -18.777, 11.284, 20.839
-181.277, -19.154, 11.322, 20.872
-181.276, -19.533, 11.359, 20.905
-181.275, -19.912, 11.397, 20.938
-181.273, -20.293, 11.434, 20.971
-181.272, -20.675, 11.472, 21.004
-181.270, -21.058, 11.511, 21.037
-181.269, -21.443, 11.549, 21.070
-181.267, -21.829, 11.587, 21.103
-181.266, -22.216, 11.626, 21.136
-181.265, -22.605, 11.664, 21.169
-181.263, -22.995, 11.703, 21.202
-181.262, -23.386, 11.742, 21.235
-181.260, -23.778, 11.781, 21.268
-181.259, -24.172, 11.820, 21.301
-181.257, -24.567, 11.859, 21.334
-181.255, -24.963, 11.899, 21.367
-181.254, -25.361, 11.938, 21.400
-181.252, -25.760, 11.978, 21.433
-181.251, -26.160, 12.018, 21.466
-181.249, -26.562, 12.058, 21.499
-181.248, -26.964, 12.098, 21.532
-181.246, -27.369, 12.138, 21.565
-181.244, -27.774, 12.178, 21.598
-181.243, -28.181, 12.219, 21.631
-181.241, -28.590, 12.259, 21.664
-181.239, -28.999, 12.300, 21.697
-181.238, -29.410, 12.341, 21.730
-181.236, -29.823, 12.382, 21.763
-181.234, -30.237, 12.423, 21.796
-181.232, -30.652, 12.463, 21.829
-181.231, -31.068, 12.504, 21.862
-181.229, -31.486, 12.546, 21.895
-181.227, -31.905, 12.587, 21.928
-181.225, -32.326, 12.628, 21.961
-181.224, -32.748, 12.670, 21.994
-181.222, -33.171, 12.711, 22.027
-181.220, -33.596, 12.753, 22.060
-181.218, -34.022, 12.795, 22.093
-181.216, -34.450, 12.836, 22.126
-181.214, -34.879, 12.878, 22.159
-181.212, -35.309, 12.921, 22.192
-181.211, -35.741, 12.963, 22.225
-181.209, -36.174, 13.006, 22.258
-181.207, -36.608, 13.048, 22.291
-181.205, -37.044, 13.091, 22.324
-181.203, -37.482, 13.134, 22.357
-181.201, -37.921, 13.177, 22.390
-181.199, -38.361, 13.220, 22.423
-181.197, -38.803, 13.263, 22.456
-181.195, -39.246, 13.306, 22.489
-181.193, -39.691, 13.350, 22.522
-181.191, -40.137, 13.394, 22.555
-181.189, -40.584, 13.437, 22.588
-181.186, -41.033, 13.481, 22.621
-181.184, -41.484, 13.526, 22.654
-181.182, -41.936, 13.570, 22.687
-181.180, -42.389, 13.614, 22.720
-181.178, -42.844, 13.659, 22.753
-181.176, -43.301, 13.704, 22.786
-181.174, -43.759, 13.749, 22.819
-181.171, -44.218, 13.794, 22.852
-181.169, -44.679, 13.839, 22.885
-181.167, -45.141, 13.884, 22.918
-181.165, -45.605, 13.930, 22.951
-181.162, -46.071, 13.975, 22.984
-181.160, -46.538, 14.021, 23.017
-181.158, -47.007, 14.067, 23.050
